14/10/2012	12:09:00	6
14/10/2012	12:16:00	3
14/10/2012	12:24:00	3
14/10/2012	12:40:00	4
14/10/2012	12:49:00	4
14/10/2012	13:07:00	3
14/10/2012	13:21:00	3
14/10/2012	13:34:00	3
14/10/2012	13:54:00	3
14/10/2012	14:17:00	3
14/10/2012	14:28:00	3
14/10/2012	14:43:00	3
14/10/2012	14:51:00	6
14/10/2012	14:58:00	3
14/10/2012	15:02:00	3
14/10/2012	15:25:00	6
14/10/2012	15:42:00	3
14/10/2012	15:44:00	4
14/10/2012	15:45:00	4
14/10/2012	15:54:00	3
14/10/2012	16:37:00	3
14/10/2012	16:49:00	3
14/10/2012	17:34:00	4
14/10/2012	17:40:00	3
14/10/2012	18:12:00	3
14/10/2012	18:45:00	4
14/10/2012	19:10:00	4
14/10/2012	19:12:00	3
14/10/2012	19:37:00	4
14/10/2012	19:54:00	4
18/10/2012	12:48:00	3
18/10/2012	13:18:00	3
18/10/2012	14:59:00	3
18/10/2012	15:01:00	1
18/10/2012	15:30:00	3
18/10/2012	16:21:00	3
18/10/2012	16:32:00	1
18/10/2012	16:45:00	3
18/10/2012	17:11:00	1
18/10/2012	17:20:00	1
18/10/2012	17:39:00	1
18/10/2012	17:47:00	1
18/10/2012	19:30:00	4
19/10/2012	12:09:00	3
19/10/2012	13:11:00	6
19/10/2012	13:12:00	1
19/10/2012	14:07:00	6
19/10/2012	14:18:00	4
19/10/2012	14:53:00	3
19/10/2012	15:02:00	4
19/10/2012	15:18:00	4
19/10/2012	15:36:00	4
19/10/2012	15:56:00	3
19/10/2012	16:22:00	3
19/10/2012	16:22:00	4
19/10/2012	16:46:00	1
19/10/2012	16:46:00	3
19/10/2012	17:05:00	6
19/10/2012	17:07:00	4
19/10/2012	17:12:00	3
19/10/2012	17:21:00	6
19/10/2012	17:57:00	6
19/10/2012	18:01:00	4
19/10/2012	18:04:00	1
19/10/2012	18:45:00	6
19/10/2012	18:52:00	3
19/10/2012	19:17:00	4
19/10/2012	19:54:00	3
20/10/2012	12:12:00	1
20/10/2012	12:29:00	3
20/10/2012	12:37:00	3
20/10/2012	12:41:00	1
20/10/2012	12:42:00	3
20/10/2012	12:56:00	3
20/10/2012	12:56:00	4
20/10/2012	13:14:00	3
20/10/2012	13:27:00	3
20/10/2012	13:33:00	3
20/10/2012	13:43:00	3
20/10/2012	13:43:00	1
20/10/2012	13:50:00	3
20/10/2012	13:56:00	3
20/10/2012	14:39:00	3
20/10/2012	14:42:00	1
20/10/2012	15:07:00	3
20/10/2012	15:37:00	1
20/10/2012	16:02:00	3
20/10/2012	16:38:00	4
20/10/2012	17:12:00	3
20/10/2012	17:44:00	3
20/10/2012	18:39:00	3
20/10/2012	18:44:00	1
20/10/2012	19:06:00	4
20/10/2012	19:32:00	1
21/10/2012	12:10:00	4
21/10/2012	12:23:00	6
21/10/2012	12:28:00	4
21/10/2012	12:28:00	6
21/10/2012	12:31:00	4
21/10/2012	12:41:00	3
21/10/2012	13:05:00	4
21/10/2012	13:11:00	3
21/10/2012	13:21:00	4
21/10/2012	13:35:00	4
21/10/2012	13:36:00	3
21/10/2012	13:39:00	3
21/10/2012	13:43:00	3
21/10/2012	13:48:00	4
21/10/2012	13:55:00	4
21/10/2012	14:05:00	6
21/10/2012	14:11:00	3
21/10/2012	14:22:00	4
21/10/2012	14:34:00	4
21/10/2012	14:55:00	4
21/10/2012	15:03:00	3
21/10/2012	15:17:00	3
21/10/2012	15:35:00	3
21/10/2012	15:40:00	3
21/10/2012	15:45:00	3
21/10/2012	15:55:00	6
21/10/2012	15:59:00	4
21/10/2012	16:04:00	3
21/10/2012	16:10:00	4
21/10/2012	16:24:00	4
21/10/2012	16:34:00	4
21/10/2012	16:36:00	4
21/10/2012	17:06:00	4
21/10/2012	17:21:00	3
21/10/2012	17:29:00	4
21/10/2012	17:37:00	4
21/10/2012	17:49:00	3
21/10/2012	18:06:00	6
21/10/2012	18:13:00	3
21/10/2012	18:47:00	4
21/10/2012	18:54:00	6
21/10/2012	19:03:00	3
21/10/2012	19:10:00	4
21/10/2012	19:15:00	3
21/10/2012	19:17:00	3
21/10/2012	19:33:00	4
21/10/2012	19:45:00	3
21/10/2012	19:50:00	4
21/10/2012	19:51:00	4
26/10/2012	12:03:00	3
26/10/2012	12:48:00	3
26/10/2012	13:52:00	3
26/10/2012	14:02:00	6
26/10/2012	14:17:00	3
26/10/2012	14:28:00	4
26/10/2012	15:02:00	4
26/10/2012	16:11:00	4
26/10/2012	16:51:00	4
26/10/2012	17:14:00	4
26/10/2012	17:39:00	4
26/10/2012	17:53:00	6
26/10/2012	17:56:00	3
26/10/2012	18:16:00	6
26/10/2012	18:27:00	3
26/10/2012	18:49:00	3
26/10/2012	19:02:00	4
26/10/2012	19:09:00	6
26/10/2012	19:16:00	3
26/10/2012	19:33:00	4
26/10/2012	19:38:00	1
26/10/2012	19:55:00	3
27/10/2012	12:05:00	1
27/10/2012	12:27:00	1
27/10/2012	12:37:00	4
27/10/2012	13:33:00	4
27/10/2012	14:31:00	4
27/10/2012	14:49:00	4
27/10/2012	14:55:00	3
27/10/2012	14:57:00	4
27/10/2012	16:07:00	3
27/10/2012	16:10:00	1
27/10/2012	16:28:00	3
27/10/2012	16:33:00	4
27/10/2012	16:37:00	3
27/10/2012	17:08:00	3
27/10/2012	17:30:00	3
27/10/2012	17:49:00	3
27/10/2012	18:34:00	4
27/10/2012	18:44:00	1
27/10/2012	18:49:00	6
27/10/2012	18:55:00	3
27/10/2012	19:09:00	6
27/10/2012	19:31:00	1
31/10/2012	12:17:00	1
31/10/2012	12:41:00	4
31/10/2012	13:30:00	3
31/10/2012	13:54:00	4
31/10/2012	14:02:00	3
31/10/2012	14:14:00	3
31/10/2012	14:39:00	1
31/10/2012	15:46:00	3
31/10/2012	16:13:00	4
31/10/2012	16:19:00	3
31/10/2012	17:20:00	1
31/10/2012	18:41:00	3
31/10/2012	18:43:00	3
